9
4.56	2.35	2.09	1.82	3.49	2.67	2.35	0.62	1.07
4.37	8.3	7.84	9.97	9.73	7.84	8.19	8.11	4.57
2.01	0.43	1.11	0.96	1.95	2.71	2.64	1.81	0.15
3.22	6.35	5.74	10.23	4.68	3.63	3.11	8.76	6.35
4.21	5.93	5.12	6.12	5.5	6.5	9.61	10.33	1.11
9.23	6.96	6.02	5.95	5.72	10.64	7.34	9.63	3.53
0.63	1.1	1.4	1.18	0.27	0.7	3.52	2.2	0.43
1.55	1.57	1.11	1.77	2.95	3.91	0.69	1.07	2.17
4.53	1.44	1.95	2.38	1.45	2.41	1.63	0.55	0.84
2.78	0.43	0.45	1.04	1.39	0.18	2.39	0.93	0.89
7.3	6	7.95	6.26	5.42	7.43	5.11	8.37	3.41
2.41	7.19	4.62	5.08	6.62	13.81	4.99	3.67	3.69
0.27	0.48	0.64	1.42	1.73	1.38	0.32	0.02	1.55
9.87	8.56	6.31	8	3.86	8.88	6.82	6.85	5.8
7.86	9.07	8.6	13.45	8.14	6.72	6.49	6.43	4.41
3.84	8.14	6.91	5.79	2	6.63	11.06	2.45	5.23
4.08	5.97	5.41	10.78	3.1	4.37	5.11	4.7	0.97
5.57	5.96	6.97	4.76	9.25	4.87	1.94	4.99	2.03
4.77	8.96	9.71	6.97	6.28	3.23	3.87	9.79	1.05
6.37	2.66	2.69	0.56	1.6	2.15	2.34	1.06	0.21
2.2	1.4	1.57	0.85	3.54	0.41	2.42	2.15	1.01
4.45	0.95	1.4	2.06	1.71	2.2	2.93	2.55	0.99
1.8	1.06	1.58	3.76	2.82	3.31	0.69	0.95	0.7
10.83	7.22	8.95	5.87	6.62	4.12	9.13	7.58	3.11
6.45	9.17	8.73	12.26	5.5	7.06	9.61	1.31	4.4
5.01	1.08	3.3	1.95	3.44	1.31	2.64	1.5	0.74
2.86	1.57	1.64	0.56	2.79	0.11	1.81	2.66	0.35
4.3	1.82	0.98	0.04	1.63	1.33	2.93	1.38	1.59
5.68	1.07	1.51	0.47	1.81	0.36	1.38	1.75	0.86
2.91	1.1	0.77	2.19	0.6	0.66	1.07	0.49	0.05
0.25	0.17	1.52	0.43	2.25	1.85	0.73	0.64	0.1
5.12	4.25	5.58	4.29	2.62	5.99	2.16	0.83	3.27
1.77	2.03	1.2	1.93	1.46	0.51	0.14	1.03	1.06
5.76	0.97	0.99	0.71	0.85	1.74	0.11	0.08	0.13
5.75	5.68	5.27	4.98	5.38	7.83	4.68	1.87	2.14
0.85	0.93	2.24	0.81	3.75	2.72	1.96	1.18	1.27
0.24	0.4	1.14	1.4	1.82	1.28	2.27	0.87	1.56
4.1	2.08	2.26	1.47	1.97	1.74	2.95	2.32	1.46
4.2	0.83	1.03	1.24	2.22	0.78	1.79	0.9	0.08
3.33	0.38	1.68	1.55	1.32	0.64	0.96	0.86	0.8
1.54	2.51	2.26	2.86	2.7	1.09	1.5	0.63	0.31
2.8	1.48	0.74	2.27	1.56	2.6	2.66	1.26	1.17
4.62	6.77	10.37	7.64	6.25	7.22	7.01	13.37	3.24
3.83	1.03	1.25	1.87	2.49	1.11	3.06	1.89	0.71
1.19	1.98	2.38	0.01	2.64	2.55	2.18	1.23	1.45
7.49	4.85	5.59	5.97	3.39	6.21	5.65	6.68	3.58
0.28	1.13	1.11	0.96	1.24	1.48	0.69	0.47	1.19
3.54	0.22	0.24	1.88	0.86	2.09	2.34	1.27	0.14
1.62	0.85	0.04	1.47	2.42	2.56	2.35	1.16	0.59
3.77	6.57	6.03	10.15	4.47	18.96	9.11	1.1	4.52
2.87	1.7	0.26	1.13	1.51	1.32	1.45	1.4	1.79
7.4	5.77	4.3	8.14	2.36	7.64	2.24	2.69	3.52
2.36	0.88	0.54	0.87	0.47	1.1	0.5	0.54	0.89
1.27	0.57	0.14	0.29	0.89	1.96	2.75	1.18	1.44
8.84	5.06	7.8	2.01	3.37	6.08	7.48	4.81	4.72
6	0.49	0.71	1.46	3.02	1.72	0.61	2.91	1.02
5.74	6.27	5.34	5.88	4.12	13.16	5.47	7.55	3.87
4.66	6.08	8.02	4.67	6.97	9.1	7.11	8.27	2.78
7.51	7.79	7.54	7.57	2.52	9.69	7.1	5.79	0.99
6.11	7.98	7.47	9.37	8.79	4.36	6.89	7.27	3.2
5.87	5.66	7.68	4.73	5.8	11.02	9.2	7.57	3.45
1.16	0.96	0.5	2.1	0.86	1.88	1.53	1.02	1.25
4.36	0.57	2.77	1.32	1.25	1.7	1.98	0.69	1.9
3.73	0.51	1.88	1.01	2.25	0.68	1.11	1.37	1.42
7.81	4.05	5.14	6.35	3.57	1.81	4.12	4.43	2.62
1.96	0.94	0.12	1.19	1.02	1.43	1.51	1.48	0.88
8.62	7.81	4.72	2.33	4.18	10.26	8.25	6.69	3.67
3.78	0.6	1.43	1.45	1.58	2.08	1.95	0.9	0.51
8.71	9.87	10.12	10.66	6.22	12.09	6.97	10.82	6.38
4.81	0.18	1.41	1.61	2.5	0.89	0.56	0.84	0.33
5.33	3.29	4.56	0.7	4.06	8.18	4.29	4.42	5.48
3.79	1.29	1.9	0.65	2.22	0.42	1.49	1.07	1.57
4.33	0.91	0.7	0.48	2.33	1.63	1.5	0.48	1.31
7.66	9.36	9.7	4.6	7.91	9.7	8.75	8.85	3.69
5.12	0.58	1.46	0.99	2.33	1.46	0.92	0.2	0.52
5.67	4.64	4.91	5.6	4.82	7.25	8.68	6.46	4.62
3	1.67	2.61	1.05	1.3	0.78	2.1	1.09	1.05
2.52	2.22	2.99	1.37	1.5	0.2	1.7	1.34	1.22
1.49	0.43	0.24	2.07	1.82	0.95	1.03	2.25	1.33
2.91	0.72	0.98	1.74	2.01	1.15	2.13	1.87	1.93
3.11	1.07	0.67	1.42	0.63	0.61	1.75	0.43	0.61
3.71	3.66	2.89	2.72	2.74	6.34	4.46	4.84	4.05
3.65	0.95	2.6	1.16	1.51	1.79	0.02	1.03	0.75
4.79	1.83	1.53	0.24	0.92	0.83	0.53	0.57	0.52
5.31	1.01	0.94	0.85	2.28	1.45	1.47	1.14	1.76
6.22	11.27	12.05	6.29	5.63	7.73	9.71	8.19	2.94
5.84	4.25	6.16	6	4.29	7.16	8.23	11.14	0.18
4.7	1.89	2.75	1.61	2.28	5.13	4.34	5.97	2.11
2.91	1.94	2.26	1.3	2.2	2.14	1.19	0.73	1.64
5.5	1.44	1.38	2.8	1.33	0.11	1.11	0.72	0.15
5.53	8.2	8.44	3.61	4.61	1.27	7.01	8.16	3.7
2.88	1.38	0.78	1.36	1.19	0.55	3.22	1.17	0.83
4.64	7.46	5.98	6.84	6.44	3.5	4.31	9.56	3.65
8.73	6.18	5.65	4.32	2.74	11.03	6.31	2.03	0.67
4.52	5.45	6.43	5.64	5.65	8.84	3.79	2.37	2.88
6.09	5.58	5.99	5.24	3.25	7.92	3.43	7.83	3.18
7.06	2.91	2.57	0.39	1.63	1.61	0.21	2.87	1.41
2.28	1.58	1.1	2.04	1.13	0.47	1.6	1.33	2.12
8.66	10.19	7.39	4.7	7.97	10.05	9.58	4.94	0.63
2.36	1.16	2.1	1.38	0.55	0.09	2.59	1.44	1.64
2.87	2.54	3.4	2.45	2.23	1.3	4.07	1.52	0.13
0.82	0.47	1.14	2.78	2.25	1.59	0.26	1.07	0.32
5.9	5.98	3	5	4.95	3.41	7.14	3.91	0.66
4.54	1.65	1.79	1.52	1.82	1.42	3.38	0.41	1.16
5.04	6.61	6.57	7.83	6.08	9.72	6.71	7.31	2.95
3.22	0.65	2.08	2.81	1.59	0.23	1.36	0.75	0.31
2.93	1.41	1.56	0.48	1.57	0.33	1.52	0.39	0.23
3	0.15	2.25	1.32	2.06	0.74	1.49	0.2	0.91
3.12	0.43	0.78	1.84	1.82	1.41	3.14	1.13	0.55
3.54	0.79	0.47	1.35	1.13	0.4	2.41	1.29	1.76
4.94	0.32	1.25	2.14	1.31	0.44	1.07	0.36	1.38
4.69	1.3	0.55	0.68	0.87	1.01	0.49	0.78	0.11
5.17	0.92	1.25	1.98	0.95	0.74	2.57	1.74	1.55
7.44	11.65	7.12	6.41	6.64	6.76	9.77	10.36	0.11
0.11	0.39	0.68	1.18	0.48	1.32	1.1	0.85	1.53
2.37	0.02	2.3	1.33	1.83	0.54	1.44	1.1	0.64
3.4	1.16	0.98	0.78	2.69	0.42	1.23	1.2	0.96
2.39	0.71	0.27	1.67	2.13	1.09	1.03	0.94	0.23
3.05	1.61	1.94	2.57	2.48	0.33	2.32	2.06	0.79
1.69	1.02	0.16	1.2	1.43	0.35	3.27	0.25	0.04
11.37	5.11	6.54	2.98	2.11	7.7	6.3	2.41	0.37
5.26	0.23	0.6	1.8	2.4	2.11	2.04	0.62	0.71
7.78	2.94	5.48	4.8	2.24	6	5.56	8.89	2.89
4.89	2.28	2.28	0.23	3.14	1.14	1.77	1.32	1.17
0.73	1.27	1.05	2.08	1.94	2.36	0.74	1.3	1.42
7.31	6.98	7.14	0.84	10.09	9.03	5.23	8.31	5.17
0.92	1.25	0.34	1.97	1.96	2.59	2.35	1.72	1.16
0.05	0.47	0.25	2.32	2.01	1.65	0.42	0.1	0.96
2.22	1.22	1.51	0.85	0.55	1.91	3.16	1.01	1.29
3.28	1.86	2.66	1.82	1.59	0.88	1.88	1.38	0.36
6.61	4.68	8.31	3.78	4.19	12.85	2.34	5.44	2.26
6.71	0.57	1.12	2.13	1.38	0.95	1.53	0.18	1.01
2.77	1.85	2.35	0.76	2	2.19	1.86	0.48	0.75
7.39	4.77	5.86	1.92	2.18	6.52	5.4	10.71	2.29
3.83	0.44	1.32	0.62	2.09	0.7	0.97	0.14	1.15
4.15	4.08	5.33	4.2	6.69	8.07	4.87	6.21	4.66
1.18	0.26	0.03	0.83	0.43	0.43	3.53	1	0.22
9.76	6.95	6.05	6.66	9.25	9.69	4.51	6.81	6.49
1.6	0.79	1.25	3.12	2.6	2.44	1.78	0.83	0.53
4.91	0.11	0.24	0.41	2.53	0.31	0.9	0.3	2.21
6.95	8.85	7.12	6.77	6.02	5.49	5.09	6.83	2.1
1.2	1.42	1.3	0.71	1.55	0.33	2.45	1.68	0.1
8.18	6.18	9.37	2.9	9.9	6.29	4.65	7.14	4.45
1.97	2	2.03	1.29	1.86	2.61	1.54	1.2	1.95
2.54	2.47	1.4	2.33	3.14	1.27	3.32	2.02	0.26
3.22	0.47	0.51	1.57	0.01	1.09	1.95	0.54	1.08
1.68	0.31	0.14	0.63	1.56	1.18	2.42	1.24	0.76
8.35	7.07	5.1	1.98	8.03	4.55	3.68	1.13	0.73
6.49	1.07	0.67	0.08	0.66	0.92	3.15	0.22	1.46
5.04	1.85	0.67	2.52	1.13	2.73	1.91	0.37	0.44
3.54	1.12	1.85	1.24	0.54	1.77	1.97	0.84	0.19
4.83	1.32	2.41	2.12	2.88	1.46	1.63	1.6	0.63
5.22	9.53	7.03	9	5.19	6.9	7.01	3.12	1.31
2.86	0.42	1.59	1.53	3.08	0.85	1.7	0.98	1.21
0.99	1.02	0.39	2.77	2.27	1.87	1.06	2.17	1.28
3.06	1.34	1.69	1.26	1.29	0.22	1.76	0.26	0.9
6.76	7.46	5.87	8.01	5.1	9.6	7.94	2.13	1.06
10.93	4.97	4.62	5.31	7.3	12.53	5.14	5.71	2.47
3.3	1.37	1.33	1.91	3.44	1.42	1.49	2.07	0.79
6.7	1.21	3.11	0.72	1.6	10.03	6.79	4.98	1.22
6.33	8.85	9.64	7.16	6.11	8.88	6.4	6.53	5.4
3.8	1.39	1.73	0.58	2.91	1.39	0.24	0.06	0.54
3.87	2.24	1.67	1.72	1.92	0.66	1.83	0.57	1.04
3.33	0.86	0.81	1.71	2.9	2.36	3.6	1.26	0.19
2.7	1.96	2	1.08	1.21	0.74	1.46	1.47	0.78
3.01	0.34	1.8	0.71	1.36	0.71	1.28	0.3	1.11
5.39	1.2	2.44	1.66	1.04	0.15	3.68	1.73	0.86
1.5	0.18	1	0.36	0.48	1.97	0.9	0.8	0.31
4.04	0.69	0.63	1.68	0.67	1.33	1.49	0.65	1.27
5.61	7.6	10.32	5.99	5.07	6.53	6.51	5.08	3.55
4.53	3.69	5.43	4.73	4.53	6.74	7.28	2.37	0.13
0.35	0.96	0.6	1.09	0.53	0.34	1.64	0.16	0.95
6.7	3.13	3.83	8.41	4.89	5.84	2.73	7.08	3.74
1.27	0.41	0.38	2.45	1.68	2.13	1.49	1.56	1.06
4.57	1.2	2.12	2.74	0.73	1.69	2.84	0.86	1.3
5.24	3.91	3.58	1.45	2.68	6.4	3	9.81	1.77
4.12	1.61	0.8	1.26	0.39	0.95	1.86	0.09	1.52
4.83	10.12	11.13	15.75	6.26	5.76	13.8	7.18	1.91
3.82	1.51	0.22	1.12	1.88	1.38	0.34	1.58	1.06
7.44	3.61	4.78	8.69	4.89	6.99	7.81	4.59	2.72
8.66	10.28	11.77	4.05	3.68	7.65	6.38	1.15	0.32
9.37	4.01	4.86	7.61	7.75	7.9	5.55	2.39	4.26
7.36	3.63	6.02	7.09	4.67	7.41	4.69	2.59	4.4
2.57	1.04	0.99	4.24	3.55	0.36	2.6	1.56	0.36
5.94	0.63	0.8	1.7	2.56	2.47	0.66	0.38	1.16
5.02	5.42	7.31	1.45	5	9.79	5.14	1.84	1.45
3.18	1.22	0.37	2.24	1.04	0.3	2.06	0.34	0.29
1.43	0.53	0.07	0.87	1.15	1.5	0.66	0.74	1.05
2.92	6.26	6.25	7.93	6.18	7.12	6.85	7.15	0.48
4.13	6.34	11.41	8.55	4.3	9.6	3.75	6.75	1.39
1.81	0.42	1.3	2	1.13	3.03	1.55	0.4	0.46
5.69	3.48	2.8	1.74	0.73	10.06	3.42	3.47	2.12
7.61	4.67	8.65	3.73	2.28	4.75	5.37	8.1	2.62
4.84	1.54	1.13	0.53	1.95	2.06	2.32	0.66	0.08
6.29	6.39	4.06	6.89	5.53	11.09	3.53	0.02	1.85
7.18	7.4	7.88	6.42	4.81	0.69	4.6	4.5	5.67
3.99	1.29	0.93	1.39	2.82	2.66	1.9	1.12	1.09
3.72	0.26	1.44	2.76	2.2	0.07	1.41	1.48	1.35
1.11	0.53	0.21	0.73	2.07	0.82	0.79	0.2	0.04
1.99	0.44	2.12	0.13	1.65	1.18	2.16	0.07	0.65
4.51	1.98	1.83	1.11	2.96	0.53	1.24	0.3	1.04
0.11	5.8	5.24	4.77	5.4	6.79	5.73	9.85	4.24
3.34	0.93	1.04	0.94	0.88	0.55	2.41	0.88	0.52
1.54	1.78	2.21	0.3	1.26	0.87	2.56	0.48	0.55
3.73	1.11	1.3	1.78	2.91	1.22	1.79	2.01	0.59
2.52	1.04	2.47	0.83	1.99	1.24	1.74	0.65	0.65
4.71	1.63	1.81	0.55	2.46	0.87	1.49	1.44	0.6
1.5	0.92	1.66	2.41	3.38	2.34	1.79	0.68	0.64
2.6	0.32	0.39	0.58	0.31	1.52	1.74	1.49	1.56
9.01	3.22	3.53	0.26	3.91	1.97	5.07	8.6	4.04
8.01	5.65	4	6.66	5.06	7.19	6.22	8.69	0.17
3.73	1.01	1.96	2.22	1.7	0.55	3.2	0.85	0.36
4.44	0.07	0.3	1.16	1.71	0.86	2.74	1.05	1.1
3.78	0.77	0.79	1.99	2.01	0.79	2.23	1.84	1.13
5.14	1.56	2.89	4.78	2.98	1.74	0.56	1.5	1.53
3.72	0.96	1.54	1.9	1.42	2.12	3.08	0.92	1.06
6.27	6.11	4.85	7.39	2.35	6.52	6.13	4.54	1.68
8.94	7.18	6.52	9.42	6.3	4.33	2.45	5.76	4.65
5.7	4.55	4.7	4.42	6.12	8.94	7.2	8.7	1.37
5.83	2.3	1.5	2.4	0.94	2.3	2.1	2.41	0.77
7.43	6.38	6.01	6.53	5.01	4.91	5.76	6.06	3.01
4.79	11.11	10.68	5.25	6.97	0.14	7.97	10.25	2.19
8.26	8.49	7.22	2.98	4.47	5.67	3.06	3.24	4.44
2.53	1.18	0.17	1.93	0.99	0.06	0.11	1.78	0.82
2.97	1.03	0.71	0.41	2.22	2.18	3.02	2.19	1.09
0.86	1.17	1.01	1.12	2.03	0.73	1.09	0.22	0.15
1.56	1.97	0.93	1.31	1.74	1.61	3.03	1.03	1.12
3.31	0.65	0.8	0.97	0.66	0.72	0.47	0.9	0.81
3.17	1.58	2.19	1.56	1.25	2.27	2.5	0.95	1.08
5.28	5.18	5	1.42	4.72	7.35	7.16	8.75	2.23
3.59	0.88	1.14	0.43	1.61	3	1.81	0.29	0.02
1.38	1.19	0.03	0	0.53	0.49	1.58	1.2	0.84
1.81	0.5	0.49	0.62	2.51	1.14	2.74	2.59	0.35
8.38	6.39	6.54	9.98	3.35	10.69	6.67	11.04	5.72
6.64	5.89	12.45	4.5	4.22	11.18	4.24	6.63	0.58
9.66	4.88	3.19	2.99	5.14	9.72	6.17	6.91	4.1
9.21	9.85	8.42	4.12	4.75	10.53	3.52	4.2	5.08
3.76	0.89	0.44	0.4	2.03	0.29	2.65	2.23	0.76
6.83	8.98	8.42	5.26	4.93	7.2	3.76	4.12	5.32
0.22	0.62	0.47	1.85	2.22	1.79	1.31	1.05	0.87
7.56	2.56	2.28	5.63	1.35	6.2	8.49	6.99	3.11
7.19	5	7.89	1.98	7.52	10.04	7.53	8.55	1.76
3.77	1.69	1.61	0.51	1.31	0.86	0.23	0.51	0.71
8.14	3.55	5.71	8.34	1.66	11.6	7.69	3.58	0.31
3.19	1.94	2.94	2.44	2.82	1.39	1.49	1.77	0.75
0.84	2.98	0.54	2.97	1.55	1.2	1.63	1.88	1.18
2.66	1.4	2.39	0.95	2.75	2.53	0.88	1.25	0.54
4.74	8.75	9.59	5.69	7.84	6.66	5.73	14.18	2.54
10.79	4.87	4.17	4.82	0.91	6.33	4.92	7.85	1.83
2.97	1.12	4.25	1.89	1.26	2.43	1.5	1.05	1.87
8.2	4.43	5	6.76	5.81	7.61	5.56	6.13	1.75
10.13	8.52	7.28	11.56	6.19	7.8	7.31	5.26	4.93
6.9	1.89	2.7	1.53	2.38	1.35	0.32	3.15	0.96
3.92	1.39	0.55	0.93	2.51	3.06	4.17	2.7	0.78
2.5	1.91	2.41	1.26	0.91	1.26	1.12	1.48	1.82
3.79	1.95	1.62	0.36	1.88	1.45	2.84	1.89	0.94
3.2	1.6	0.68	1.16	2.58	0.32	0.37	2.07	0.75
0.48	1.27	1.15	1.85	1.45	0.71	2.07	1.66	1.19
4.86	0.4	1.83	1.59	1.57	1.03	1.26	0.33	2.9
1.52	2.16	1.28	0.2	1.01	0.83	3.27	1.12	1.92
7.44	8.57	5.45	8.29	4.02	0.98	8.92	11.65	4.81
1.9	0.57	1.66	1.72	1.95	0.16	0.57	0.4	0.98
3.98	2.47	2.74	2.57	3.2	1.73	1.67	1.75	0.88
8.5	6.69	4.36	6.72	0.17	9.34	5.37	4.34	2.39
2.96	8.64	8.37	12.56	9.9	8.75	4.64	6.75	6.31
5.18	2.01	2.35	3.02	3.5	1.77	2.95	1.17	1.78
12.42	3.67	2.53	2.74	4.88	3.96	1.74	8	2.37
1.66	1.18	0.94	1.55	2.2	0.34	1.26	0.88	0.67
2.28	1.48	0.62	1.88	1.45	1.24	1.62	0.39	1.24
5.18	2.26	3.05	2.01	4.76	1.56	2.29	0.53	1.13
4.45	0.75	0.55	0.78	1.53	0.75	1.15	0.45	0.09
2.59	0.34	1.84	1.75	1.75	0.31	1.1	0.45	0.9
2.67	0.79	1.83	1.5	1.86	1.68	3.45	0.95	0.07
6.02	1.5	2.07	1.75	3.26	0.02	3.85	3.42	0.51
9.02	5.92	8.33	2.41	4.86	5.29	0.3	6.07	2.82
0.53	0.79	1.82	2.07	1.87	0.7	0.69	1.29	0.89
7.27	1.59	1.13	0.77	3.04	0.01	1.68	1.32	1.16
9.95	10.42	5.57	4.19	12.59	10.37	3.92	4	5.74
3.88	0.46	1.41	2.76	1.64	0.02	3.24	1.72	1.57
3.68	1.46	2.07	1.77	1.65	2.56	0.27	1.43	1.23
4.28	0.69	2.64	0.61	2.21	0.95	2.11	1.24	1.41
3.33	8.41	8.24	5.83	6.48	9.32	8.29	8.66	5.94
8.1	2.41	2.43	0.87	1.89	1.64	3.42	1.01	0.89
2.73	0.97	0.44	0.77	1.49	0.03	1.95	1.21	0.64
6.18	5.73	7.27	7.27	12.32	8.21	7.05	8.63	5.57
1.74	1.58	0.2	1.72	1.18	2.09	2.51	1.35	0.28
1.37	1.34	1.84	1.53	2.24	1.26	2.02	1.23	1.61
2.98	0.5	1.19	1.74	3.74	1.35	3.39	1.72	0.88
3.91	1.29	0.94	1.45	0.99	2.45	2.64	1.2	1.26
7.67	6.57	6.15	7.27	4.13	4.69	6.89	5.65	1.3
2.42	0.44	1.69	0.19	1.13	1.94	2.52	0.75	2.63
2.58	0.81	2.32	1.71	2.39	0.19	0.49	1.34	2.07
8.13	8.69	11.06	8.26	7.16	3.6	7.56	10.03	2.44
1.98	0.95	0.42	0.29	1.4	0.8	1.88	0.87	0.6
6.64	9.59	8.56	7.88	9.49	6.82	3.83	3.08	5.12
3.04	0.24	1.38	1.1	3.5	1.97	1.43	1.34	1.15
0.85	0.32	0.87	0.41	2.43	1.02	0.97	0.89	1.76
3.64	5.5	6.25	3.78	4.15	9.23	5.41	7.97	0.17
11.19	8.3	6.52	0.55	4.12	8.15	8.53	6.31	1.8
6.69	7.6	5.81	9.45	5.55	6.76	5.44	5.83	2.33
1.32	0.2	0.56	0.39	1.66	1.46	1.84	1	1.11
5.78	0.24	1.28	1.39	2.07	1.66	1.4	0.42	1.23
2.85	0.95	0.07	1.08	1.32	2.05	2.25	1.79	0.82
8.06	8.61	5.44	7.59	6.15	4.08	2.97	9.3	9.31
4.22	2.61	3.16	1.46	0.82	2.7	0.67	0.87	1.97
0.67	0.69	0.68	1.14	0.94	1.8	3.21	0.92	1.69
2.72	0.52	1.03	0.34	1.92	0.98	2.79	0.22	1.25
9.21	7.51	7.11	0.92	8.35	5.14	6.97	8.79	2.07
5.57	1.96	1.96	0.98	1.58	0.97	4.4	0.65	1.27
3.35	1.22	1.59	0.21	1.91	1.78	3.81	1.36	0.63
6.68	6.44	6.95	8.25	5.08	8.56	5.17	6.47	1.76
0.42	2.02	0.78	1.08	1.21	1.43	3.24	1.42	0.98
3.58	0.36	1.71	1.71	2.49	0.46	1.52	2.68	1.42
9.13	5.03	4.67	2.64	3.18	8.36	5.98	3.5	0.65
2.21	0.93	2.09	0.1	0.9	1.63	2.3	0.82	0.53
3.02	1.38	0.29	1.86	1.64	0.58	2.33	0.98	0.94
4.74	5.06	8.27	0.58	6.28	2.08	2.33	11.58	6.34
6	1.57	0.9	0.23	1.77	0.47	3.43	0.8	1.26
1.58	1.47	0.79	1.47	0.14	0.61	1.18	0.66	0.31
3.06	1.65	2.33	3.4	3.45	0.82	1.08	1.75	0.37
5.63	7.69	5.31	6.77	6.91	13.17	7.1	2.34	1.72
2.12	0.36	1.77	0.73	1.47	0.91	0.96	0.14	1.45
1.96	0.18	0.53	0.4	1.88	0.88	2.62	1.34	0.3
2.08	0.22	1.85	0.46	0	0.36	0.53	1.38	0.33
0.91	2.24	1.41	1.22	1	1.14	3.25	1.72	1.16
6.52	5.76	7.27	8.48	7.32	4.55	5.35	8.04	2.88
0.54	0.21	0.18	1.57	1.75	2.93	1.88	1.04	0.58
5.96	4.17	2.71	4.07	6.59	9.07	0.86	6.82	5.94
4.89	5.98	5.62	6.75	6.44	6.47	4.43	5.1	1.78
2.92	0.18	1.43	1.39	1.39	2.1	1.94	1.98	0.63
3.4	1.97	2.66	0.66	0.8	1.9	2.43	0.45	1.5
0.43	0.53	1.24	0.62	1.35	0.64	1.54	1.02	1.34
3.05	1.31	0.11	0.54	1.68	0.72	2.32	1.31	0.73
6.2	1.67	1.62	0.89	2.39	0.61	0.9	0.43	1.2
3.52	11.09	8.16	4.82	4.31	7.37	4.37	3.87	1.45
9.26	7.72	7.36	7.89	5.25	9.6	2.01	5.92	3.79
2.28	1.24	1.22	1.22	2.84	0.61	1.03	0.53	1.48
5.19	7.84	4.84	7.75	2.01	2.59	3.22	9.31	1.9
5.85	1.58	3.2	2.98	1.29	0.78	1.02	0.5	1.12
2.49	1.29	1.2	0.96	2.25	1.74	2.42	0.95	0.71
7.77	7.45	7.66	5.61	6.3	12.19	5.08	3.23	1.54
8.58	11.61	11.29	10.48	6.03	9.21	5.99	5.47	1.8
3.03	1.24	3.6	0.31	2.53	1.84	1.94	1.36	1.12
9.12	3.9	3.6	7.77	2.95	1.96	4.64	2.2	2.62
2.2	1.95	0.75	0.97	1.98	1.41	3.07	2.02	2.46
6.94	7.2	6.73	6.52	4.41	7.18	6.36	11.19	7.79
6.34	1.76	2.24	2.69	7	1.31	6.1	7.46	1.69
5.91	0.56	0.66	0.6	1.01	1.73	0.91	0.68	1.24
1.86	1.02	0.57	2.72	2.88	0.71	3	2.81	0.05
2.64	1.62	1.94	0.55	1.3	2.94	1.78	0.68	2.33
1.39	0.59	1.32	0.42	1.92	1.54	1.62	1.48	0.26
1.79	10.08	9.79	6.4	6.01	6.62	7.58	9.04	4.25
5.8	1.39	0.71	1	2.27	0.09	2.37	1.6	1.44
7.06	8.31	5.6	8.42	8.94	7.11	5.11	5.77	3.28
2.62	0.18	0.53	0.39	2.34	0.63	3.93	2.11	0.86
11.26	1.99	1.97	5.1	1.66	6.92	5.32	2.44	3.94
3.4	7.36	7.29	7.61	9.6	8.51	8.65	8.96	3.7
4.54	1.18	2.13	1.25	1.54	2.42	1.79	0.13	1.39
4.27	0.47	1.82	1.48	1.79	0.86	3.16	1.34	1.28
